"id_export_etats_payeur_task","id_agent","date_creation","date_export","type_chaine_paie","id_ventil_date","task_status","version"
"1","9004955","2015-03-23T14:34:58.162","2015-03-23T14:35:10.798","SCV","5","OK","0"
"2","9004955","2015-03-23T14:48:15.081","2015-03-23T14:50:12.077","SHC","4","OK","0"
