"id_droit","id_droits_agent"
"1142","5840"
"1657","5619"
"1543","5840"
"1544","5840"
"1657","5620"
"1171","5347"
"1151","5760"
"1151","5761"
"1151","5762"
"1171","5348"
"1171","5349"
"1199","5347"
"1199","5348"
"1048","3751"
"1048","3752"
"1048","3753"
"1049","3755"
"1050","3759"
"1054","3760"
"1058","3761"
"1058","3762"
"1058","3763"
"1058","3764"
"1058","3765"
"1058","3766"
"1058","3767"
"1051","3768"
"1658","5618"
"1051","3770"
"1052","3771"
"1658","5619"
"1052","3773"
"1051","3774"
"1053","3775"
"1053","3776"
"1054","3777"
"1051","3778"
"1165","5639"
"1054","3780"
"1054","3781"
"1054","3782"
"1054","3783"
"1054","3784"
"1054","3785"
"1054","3786"
"1054","3787"
"1232","5639"
"1054","3789"
"1151","5763"
"1054","3791"
"1054","3792"
"1054","3793"
"1054","3794"
"1054","3795"
"1054","3796"
"1054","3797"
"1054","3798"
"1054","3799"
"1199","5349"
"1054","3801"
"1054","3802"
"1054","3803"
"1070","5144"
"1054","3805"
"1051","3806"
"1055","3807"
"1055","3808"
"1055","3809"
"1055","3810"
"1658","5620"
"1055","3812"
"1055","3813"
"1660","5618"
"1660","5619"
"1055","3816"
"1055","3817"
"1055","3818"
"1660","5620"
"1055","3820"
"1055","3821"
"1056","3822"
"1056","3823"
"1086","5623"
"1056","3825"
"1056","3826"
"1086","5624"
"1056","3828"
"1058","3829"
"1086","5625"
"1056","3831"
"1056","3832"
"1051","3833"
"1057","3834"
"1086","5626"
"1057","3836"
"1057","3837"
"1057","3838"
"1057","3839"
"1086","5627"
"1057","3841"
"1086","5628"
"1086","5629"
"1086","5630"
"1051","3845"
"1058","3846"
"1058","3847"
"1058","3848"
"1058","3849"
"1241","5623"
"1058","3851"
"1058","3852"
"1058","3853"
"1058","3854"
"1241","5624"
"1058","3856"
"1058","3857"
"1058","3858"
"1058","3859"
"1058","3860"
"1058","3861"
"1058","3862"
"1058","3863"
"1058","3864"
"1058","3865"
"1151","5764"
"1058","3867"
"1058","3868"
"1058","3869"
"1058","3870"
"1058","3871"
"1058","3872"
"1058","3873"
"1058","3874"
"1058","3875"
"1151","5765"
"1058","3877"
"1058","3878"
"1058","3879"
"1058","3880"
"1058","3881"
"1058","3882"
"1058","3883"
"1058","3884"
"1058","3885"
"1241","5627"
"1058","3887"
"1058","3888"
"1058","3889"
"1241","5628"
"1058","3891"
"1058","3892"
"1151","5766"
"1058","3894"
"1100","5767"
"1241","5629"
"1055","3897"
"1241","5630"
"1058","3899"
"1058","3900"
"1058","3901"
"1058","3902"
"1059","3904"
"1059","3905"
"1059","3906"
"1061","3907"
"1241","4069"
"1055","5125"
"1138","5111"
"1138","5112"
"1061","3912"
"1063","3913"
"1063","3914"
"1241","4070"
"1061","3916"
"1241","4075"
"1241","4078"
"1241","4079"
"1241","4089"
"1525","5350"
"1059","3922"
"1253","5111"
"1241","4093"
"1067","3925"
"1067","3926"
"1253","5112"
"1069","3929"
"1069","3930"
"1115","5113"
"1405","5113"
"1070","3933"
"1070","3934"
"1070","3935"
"1525","5351"
"1070","3937"
"1070","3938"
"1070","3939"
"1070","3940"
"1470","5113"
"1525","5352"
"1525","5353"
"1525","5354"
"1525","5355"
"1525","5356"
"1470","4602"
"1072","3948"
"1072","3949"
"1072","3950"
"1072","3951"
"1072","3952"
"1470","4604"
"1470","4613"
"1470","4617"
"1072","3953"
"1072","3954"
"1072","3955"
"1529","5254"
"1529","5255"
"1529","5256"
"1529","5257"
"1074","3961"
"1074","3962"
"1100","5768"
"1182","5767"
"1182","5768"
"1529","5258"
"1075","3967"
"1523","5350"
"1076","3969"
"1075","3970"
"1077","3971"
"1077","3972"
"1077","3973"
"1523","5351"
"1078","3975"
"1580","4912"
"1580","4913"
"1580","4914"
"1580","4915"
"1580","4916"
"1580","4917"
"1078","3982"
"1696","4930"
"1696","5639"
"1061","5640"
"1081","3987"
"1777","5044"
"1082","3989"
"1082","3990"
"1661","5564"
"1081","3992"
"1083","3993"
"1083","3994"
"1083","3995"
"1083","3996"
"1083","3997"
"1083","3998"
"1083","3999"
"1083","4000"
"1081","4001"
"1084","4002"
"1661","5565"
"1661","5566"
"1084","4005"
"1084","4006"
"1777","5048"
"1580","4918"
"1084","4009"
"1084","4010"
"1084","4011"
"1661","5567"
"1081","4013"
"1085","4014"
"1085","4015"
"1085","4016"
"1085","4017"
"1085","4018"
"1085","4019"
"1085","4020"
"1085","4021"
"1085","4022"
"1085","4023"
"1085","4024"
"1086","4025"
"1241","4094"
"1086","4027"
"1086","4028"
"1086","4029"
"1086","4030"
"1086","4031"
"1086","4032"
"1086","4033"
"1086","4034"
"1086","4035"
"1086","4036"
"1086","4037"
"1086","4038"
"1086","4039"
"1086","4040"
"1086","4041"
"1086","4042"
"1086","4043"
"1086","4044"
"1086","4045"
"1086","4046"
"1086","4047"
"1086","4048"
"1086","4049"
"1086","4050"
"1086","4051"
"1086","4052"
"1086","4053"
"1086","4054"
"1086","4055"
"1086","4056"
"1086","4057"
"1086","4058"
"1086","4059"
"1086","4060"
"1241","4095"
"1241","4098"
"1086","4063"
"1086","4064"
"1086","4065"
"1086","4066"
"1086","4067"
"1241","4102"
"1086","4069"
"1086","4070"
"1241","4105"
"1241","4109"
"1086","4073"
"1086","4074"
"1086","4075"
"1086","4076"
"1086","4077"
"1086","4078"
"1086","4079"
"1241","4118"
"1086","4081"
"1241","4123"
"1241","4129"
"1241","4130"
"1086","4085"
"1241","4131"
"1086","4087"
"1241","4136"
"1086","4089"
"1086","4090"
"1241","4138"
"1086","4092"
"1086","4093"
"1086","4094"
"1086","4095"
"1241","4144"
"1241","4161"
"1086","4098"
"1241","4168"
"1086","4100"
"1241","4169"
"1086","4102"
"1241","4172"
"1241","4178"
"1086","4105"
"1086","4106"
"1086","4107"
"1241","4182"
"1086","4109"
"1241","4183"
"1086","4111"
"1086","4112"
"1086","4113"
"1241","4204"
"1086","4115"
"1086","4116"
"1241","4209"
"1086","4118"
"1086","4119"
"1241","4218"
"1241","4226"
"1086","4122"
"1086","4123"
"1241","4245"
"1086","4125"
"1241","4250"
"1086","4127"
"1241","4257"
"1086","4129"
"1086","4130"
"1086","4131"
"1086","4132"
"1241","4280"
"1086","4134"
"1241","4289"
"1086","4136"
"1086","4137"
"1086","4138"
"1241","4290"
"1086","4140"
"1241","4297"
"1086","4142"
"1241","4319"
"1086","4144"
"1241","4337"
"1086","4146"
"1086","4147"
"1086","4148"
"1241","4341"
"1086","4150"
"1086","4151"
"1241","4349"
"1086","4153"
"1086","4154"
"1241","4353"
"1241","4358"
"1086","4157"
"1086","4158"
"1086","4159"
"1239","5623"
"1086","4161"
"1097","5769"
"1239","5625"
"1086","4164"
"1086","4165"
"1086","4166"
"1086","4167"
"1086","4168"
"1086","4169"
"1097","5770"
"1086","4171"
"1086","4172"
"1086","4173"
"1086","4174"
"1086","4175"
"1086","4176"
"1086","4177"
"1086","4178"
"1239","5627"
"1086","4179"
"1239","5628"
"1086","4181"
"1086","4182"
"1086","4183"
"1086","4184"
"1086","4185"
"1239","5629"
"1086","4187"
"1086","4188"
"1086","4189"
"1086","4190"
"1086","4191"
"1086","4192"
"1086","4193"
"1086","4194"
"1086","4195"
"1114","5621"
"1114","5622"
"1086","4198"
"1086","4199"
"1086","4200"
"1086","4201"
"1086","4202"
"1086","4203"
"1086","4204"
"1086","4205"
"1187","5621"
"1086","4207"
"1086","4208"
"1086","4209"
"1086","4210"
"1086","4211"
"1086","4212"
"1187","5622"
"1086","4214"
"1086","4215"
"1483","5621"
"1086","4217"
"1086","4218"
"1086","4219"
"1086","4220"
"1086","4221"
"1086","4222"
"1086","4223"
"1483","5622"
"1188","5621"
"1086","4226"
"1086","4227"
"1086","4228"
"1086","4229"
"1086","4230"
"1086","4231"
"1086","4232"
"1086","4233"
"1188","5622"
"1086","4235"
"1086","4236"
"1239","5630"
"1086","4238"
"1086","4239"
"1086","4240"
"1086","4241"
"1086","4242"
"1086","4243"
"1086","4244"
"1086","4245"
"1086","4246"
"1086","4247"
"1086","4248"
"1086","4249"
"1086","4250"
"1086","4251"
"1086","4252"
"1086","4253"
"1086","4254"
"1086","4255"
"1239","4095"
"1086","4257"
"1086","4258"
"1086","4259"
"1086","4260"
"1086","4261"
"1239","4098"
"1239","4102"
"1086","4264"
"1086","4265"
"1086","4266"
"1086","4267"
"1086","4268"
"1239","4105"
"1239","4069"
"1239","4070"
"1086","4272"
"1086","4273"
"1239","4075"
"1086","4275"
"1239","4078"
"1086","4277"
"1239","4079"
"1086","4279"
"1086","4280"
"1086","4281"
"1086","4282"
"1239","4089"
"1239","4093"
"1086","4285"
"1086","4286"
"1086","4287"
"1086","4288"
"1086","4289"
"1086","4290"
"1239","4094"
"1239","4109"
"1239","4118"
"1086","4294"
"1086","4295"
"1239","4123"
"1086","4297"
"1086","4298"
"1086","4299"
"1086","4300"
"1086","4301"
"1239","4129"
"1086","4303"
"1086","4304"
"1086","4305"
"1239","4130"
"1239","4131"
"1086","4308"
"1086","4309"
"1086","4310"
"1086","4311"
"1086","4312"
"1239","4136"
"1086","4314"
"1086","4315"
"1086","4316"
"1239","4138"
"1086","4318"
"1086","4319"
"1239","4144"
"1239","4161"
"1086","4322"
"1086","4323"
"1086","4324"
"1086","4325"
"1239","4168"
"1239","4169"
"1086","4328"
"1086","4329"
"1086","4330"
"1086","4331"
"1239","4172"
"1239","4178"
"1086","4334"
"1086","4335"
"1239","4182"
"1086","4337"
"1239","4183"
"1239","4204"
"1086","4340"
"1086","4341"
"1239","4209"
"1239","4218"
"1086","4344"
"1086","4345"
"1239","4226"
"1086","4347"
"1239","4245"
"1086","4349"
"1239","4250"
"1086","4351"
"1086","4352"
"1086","4353"
"1239","4257"
"1239","4280"
"1086","4356"
"1086","4357"
"1086","4358"
"1239","4289"
"1086","4360"
"1086","4361"
"1239","4290"
"1086","4363"
"1086","4364"
"1086","4365"
"1239","4297"
"1580","4919"
"1580","4920"
"1171","4370"
"1155","5390"
"1171","4372"
"1523","5352"
"1055","5126"
"1055","5127"
"1239","4319"
"1239","4337"
"1239","4341"
"1155","5391"
"1155","5392"
"1239","4349"
"1239","4353"
"1239","4358"
"1240","5623"
"1097","5771"
"1097","5772"
"1240","5626"
"1240","5627"
"1240","5628"
"1240","5629"
"1055","5128"
"1240","5630"
