"id_ventil_task","id_agent","id_agent_creation","date_creation","type_chaine_paie","id_type_pointage","id_ventil_date_from","id_ventil_date_to","date_ventilation","task_status","version"
"100","9003408","9003069","2014-08-05T14:49:04.446","SCV","NULL","2","3","2014-08-05T14:50:07.741","OK","0"
"101","9004472","9003069","2014-08-05T14:49:04.452","SCV","NULL","2","3","2014-08-05T14:50:07.937","OK","0"
"132","9003401","9005138","2014-08-11T13:56:11.502","SCV","NULL","2","3","2014-08-11T13:58:01.808","OK","0"
"133","9004444","9003069","2014-08-26T15:05:08.439","SCV","NULL","2","3","2014-08-26T15:06:01.369","OK","0"
"134","9004559","9003069","2014-08-26T15:05:08.535","SCV","NULL","2","3","2014-08-26T15:06:01.829","OK","0"
"135","9004430","9003069","2014-08-26T15:05:08.547","SCV","NULL","2","3","2014-08-26T15:06:02.995","OK","0"
"136","9002339","9003069","2014-08-26T15:05:08.584","SCV","NULL","2","3","2014-08-26T15:06:03.627","OK","0"
"137","9003401","9003069","2014-08-26T15:05:08.588","SCV","NULL","2","3","2014-08-26T15:06:03.972","OK","0"
"138","9003578","9003069","2014-08-26T15:05:08.597","SCV","NULL","2","3","2014-08-26T15:06:04.615","OK","0"
"139","9002229","9003069","2014-08-26T15:05:08.607","SCV","NULL","2","3","2014-08-26T15:06:05.595","OK","0"
"140","9004280","9003069","2014-08-26T15:05:08.610","SCV","NULL","2","3","2014-08-26T15:06:06.190","OK","0"
"141","9004634","9003069","2014-08-26T15:05:08.621","SCV","NULL","2","3","2014-08-26T15:06:06.618","OK","0"
"142","9003304","9003069","2014-08-26T15:05:08.634","SCV","NULL","2","3","2014-08-26T15:06:07.034","OK","0"
"143","9004173","9003069","2014-08-26T15:05:08.642","SCV","NULL","2","3","2014-08-26T15:06:08.176","OK","0"
"144","9003408","9003069","2014-08-26T15:05:08.650","SCV","NULL","2","3","2014-08-26T15:06:08.571","OK","0"
"145","9004472","9003069","2014-08-26T15:05:08.663","SCV","NULL","2","3","2014-08-26T15:06:08.806","OK","0"
"49","9004472","9003069","2014-08-05T14:07:22.817","SCV","NULL","2","3","2014-08-05T14:08:10.659","OK","0"
"50","9003414","9003069","2014-08-05T14:14:17.263","SHC","NULL","1","4","2014-08-05T14:16:02.801","OK","0"
"51","9003742","9003069","2014-08-05T14:14:17.267","SHC","NULL","1","4","2014-08-05T14:16:03.071","OK","0"
"52","9004955","9003069","2014-08-05T14:14:17.274","SHC","NULL","1","4","2014-08-05T14:16:03.720","OK","0"
"53","9002995","9003069","2014-08-05T14:14:17.280","SHC","NULL","1","4","2014-08-05T14:16:04.097","OK","0"
"54","9003876","9003069","2014-08-05T14:14:17.287","SHC","NULL","1","4","2014-08-05T14:16:05.005","OK","0"
"55","9005317","9003069","2014-08-05T14:14:17.290","SHC","NULL","1","4","2014-08-05T14:16:05.332","OK","0"
"56","9005088","9003069","2014-08-05T14:14:17.298","SHC","NULL","1","4","2014-08-05T14:16:05.980","OK","0"
"57","9004662","9003069","2014-08-05T14:14:17.301","SHC","NULL","1","4","2014-08-05T14:16:06.541","OK","0"
"58","9003151","9003069","2014-08-05T14:14:17.307","SHC","NULL","1","4","2014-08-05T14:16:06.757","OK","0"
"59","9002333","9003069","2014-08-05T14:14:17.311","SHC","NULL","1","4","2014-08-05T14:16:07.246","OK","0"
"60","9002940","9003069","2014-08-05T14:14:17.314","SHC","NULL","1","4","2014-08-05T14:16:07.842","OK","0"
"61","9005488","9003069","2014-08-05T14:14:17.330","SHC","NULL","1","4","2014-08-05T14:16:08.359","OK","0"
"62","9003484","9003069","2014-08-05T14:14:17.333","SHC","NULL","1","4","2014-08-05T14:16:08.676","OK","0"
"63","9004147","9003069","2014-08-05T14:14:17.339","SHC","NULL","1","4","2014-08-05T14:16:09.270","OK","0"
"64","9004209","9003069","2014-08-05T14:14:17.341","SHC","NULL","1","4","2014-08-05T14:16:09.835","OK","0"
"74","9003414","9003069","2014-08-05T14:21:25.472","SHC","NULL","1","4","2014-08-05T14:22:02.632","OK","0"
"75","9003742","9003069","2014-08-05T14:21:25.475","SHC","NULL","1","4","2014-08-05T14:22:02.826","OK","0"
"76","9004955","9003069","2014-08-05T14:21:25.481","SHC","NULL","1","4","2014-08-05T14:22:03.433","OK","0"
"77","9002995","9003069","2014-08-05T14:21:25.486","SHC","NULL","1","4","2014-08-05T14:22:03.754","OK","0"
"78","9003876","9003069","2014-08-05T14:21:25.492","SHC","NULL","1","4","2014-08-05T14:22:04.653","OK","0"
"79","9005317","9003069","2014-08-05T14:21:25.495","SHC","NULL","1","4","2014-08-05T14:22:04.954","OK","0"
"80","9005088","9003069","2014-08-05T14:21:25.504","SHC","NULL","1","4","2014-08-05T14:22:05.617","OK","0"
"81","9004662","9003069","2014-08-05T14:21:25.508","SHC","NULL","1","4","2014-08-05T14:22:06.172","OK","0"
"82","9003151","9003069","2014-08-05T14:21:25.514","SHC","NULL","1","4","2014-08-05T14:22:06.360","OK","0"
"83","9002333","9003069","2014-08-05T14:21:25.518","SHC","NULL","1","4","2014-08-05T14:22:06.783","OK","0"
"84","9002940","9003069","2014-08-05T14:21:25.521","SHC","NULL","1","4","2014-08-05T14:22:07.330","OK","0"
"85","9005488","9003069","2014-08-05T14:21:25.526","SHC","NULL","1","4","2014-08-05T14:22:07.859","OK","0"
"86","9003484","9003069","2014-08-05T14:21:25.529","SHC","NULL","1","4","2014-08-05T14:22:08.182","OK","0"
"87","9004147","9003069","2014-08-05T14:21:25.535","SHC","NULL","1","4","2014-08-05T14:22:08.731","OK","0"
"88","9004209","9003069","2014-08-05T14:21:25.537","SHC","NULL","1","4","2014-08-05T14:22:09.326","OK","0"
"102","9003414","9003069","2014-08-06T15:34:13.217","SHC","NULL","1","4","2014-08-06T15:36:03.213","OK","0"
"103","9003742","9003069","2014-08-06T15:34:13.313","SHC","NULL","1","4","2014-08-06T15:36:03.536","OK","0"
"104","9004955","9003069","2014-08-06T15:34:13.320","SHC","NULL","1","4","2014-08-06T15:36:04.239","OK","0"
"105","9002995","9003069","2014-08-06T15:34:13.324","SHC","NULL","1","4","2014-08-06T15:36:04.587","OK","0"
"106","9003876","9003069","2014-08-06T15:34:13.331","SHC","NULL","1","4","2014-08-06T15:36:05.508","OK","0"
"107","9005317","9003069","2014-08-06T15:34:13.334","SHC","NULL","1","4","2014-08-06T15:36:05.863","OK","0"
"108","9005088","9003069","2014-08-06T15:34:13.342","SHC","NULL","1","4","2014-08-06T15:36:06.537","OK","0"
"109","9004662","9003069","2014-08-06T15:34:13.345","SHC","NULL","1","4","2014-08-06T15:36:07.100","OK","0"
"110","9003151","9003069","2014-08-06T15:34:13.350","SHC","NULL","1","4","2014-08-06T15:36:07.297","OK","0"
"111","9002333","9003069","2014-08-06T15:34:13.354","SHC","NULL","1","4","2014-08-06T15:36:07.757","OK","0"
"112","9002940","9003069","2014-08-06T15:34:13.357","SHC","NULL","1","4","2014-08-06T15:36:08.412","OK","0"
"113","9005488","9003069","2014-08-06T15:34:13.362","SHC","NULL","1","4","2014-08-06T15:36:08.947","OK","0"
"114","9003484","9003069","2014-08-06T15:34:13.366","SHC","NULL","1","4","2014-08-06T15:36:09.302","OK","0"
