"id_ventil_hsup","id_ventil_date","id_agent","date_lundi","m_abs","m_hors_contrat","m_sup","m_sup_25","m_sup_50","m_djf","m_1_mai","m_nuit","m_normales","m_complementaires","m_simples","m_composees","m_recuperees","m_sup_25_r","m_sup_50_r","m_djf_r","m_1_mai_r","m_nuit_r","m_normales_r","m_complementaires_r","m_simples_r","m_composees_r","etat","version","m_abs_as400"
"137","4","9005446","2014-07-28T00:00:00.000","0","720","720","480","240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0"
