"id_droits_agent","id_agent","code_service","libelle_service","date_modification","version"
"3727","9004171","BABA","Cabinet du Maire","2015-03-13T14:09:03.487","0"
"3728","9004602","BABA","Cabinet du Maire","2015-03-13T14:09:03.487","0"
"3729","9005616","BABA","Cabinet du Maire","2015-03-13T14:09:03.487","0"
"3730","9003909","BABA","Cabinet du Maire","2015-03-13T14:09:03.487","0"
"3731","9005095","BACA","Cellule Communication","2015-03-13T14:09:03.487","0"
"3732","9003923","BACA","Cellule Communication","2015-03-13T14:09:03.487","0"
"3733","9004745","BACA","Cellule Communication","2015-03-13T14:09:03.487","0"
"3734","9005245","BACA","Cellule Communication","2015-03-13T14:09:03.487","0"
"3735","9004250","BACA","Cellule Communication","2015-03-13T14:09:03.487","0"
"3746","9005170","DABB","SMP Section Secrétariat des Elus","2015-03-13T14:09:03.488","0"
"3747","9004365","DABB","SMP Section Secrétariat des Elus","2015-03-13T14:09:03.488","0"
"3748","9003930","DABC","SMP Secrétariat et Accueil du Maire","2015-03-13T14:09:03.488","0"
"3749","9004056","DABC","SMP Secrétariat et Accueil du Maire","2015-03-13T14:09:03.488","0"
"3751","9002726","DADA","Cellule du Conseil Municipal","2015-03-13T14:09:03.488","0"
"3752","9003762","DADA","Cellule du Conseil Municipal","2015-03-13T14:09:03.488","0"
"3753","9005266","DADA","Cellule du Conseil Municipal","2015-03-13T14:09:03.488","0"
"3755","9004600","DAEA","Cellule de Prévention des Risques Urbains","2015-03-13T14:09:03.488","0"
"3759","9002902","DAGA","Direction Police municipale","2015-03-13T14:09:03.488","0"
"3760","9005310","DAGA","Direction Police municipale","2015-03-13T14:09:03.488","0"
"3761","9005316","DAGA","Direction Police municipale","2015-03-13T14:09:03.488","0"
"3762","9005314","DAGA","Direction Police municipale","2015-03-13T14:09:03.488","0"
"3763","9005309","DAGA","Direction Police municipale","2015-03-13T14:09:03.488","0"
"3764","9005311","DAGA","Direction Police municipale","2015-03-13T14:09:03.488","0"
"3765","9005313","DAGA","Direction Police municipale","2015-03-13T14:09:03.488","0"
"3766","9005312","DAGA","Direction Police municipale","2015-03-13T14:09:03.488","0"
"3767","9005307","DAGA","Direction Police municipale","2015-03-13T14:09:03.488","0"
"3768","9002970","DAGA","Direction Police municipale","2015-03-13T14:09:03.488","0"
"3769","9005317","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.489","0"
"3770","9005425","DAGB","DPM Centre Administratif et Budgétaire","2015-03-13T14:09:03.489","0"
"3771","9003138","DAGB","DPM Centre Administratif et Budgétaire","2015-03-13T14:09:03.489","0"
"3772","9005399","DAGB","DPM Centre Administratif et Budgétaire","2015-03-13T14:09:03.489","0"
"3773","9005526","DAGB","DPM Centre Administratif et Budgétaire","2015-03-13T14:09:03.489","0"
"3774","9003510","DAGC","DPM Centre Technique","2015-03-13T14:09:03.489","0"
"3775","9004225","DAGC","DPM Centre Technique","2015-03-13T14:09:03.489","0"
"3776","9004051","DAGC","DPM Centre Technique","2015-03-13T14:09:03.489","0"
"3777","9003384","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"3778","9003394","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"5105","9005131","DCCB","SED Département Maintenance et Développement","2015-05-11T09:11:24.485","0"
"3780","9004228","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"3781","9003785","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"3782","9003506","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"3783","9003789","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"3784","9003714","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"3785","9003719","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"3786","9004226","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"3787","9004979","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"5106","9005138","DCCA","DSI Service Etudes et Développement","2015-05-11T09:11:24.618","0"
"3789","9004369","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"5107","9004932","DCCA","DSI Service Etudes et Développement","2015-05-11T09:11:24.699","0"
"3791","9005495","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"3792","9005496","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"3793","9005491","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"3794","9005490","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"3795","9005492","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"3796","9004671","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"3797","9004148","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"3798","9002963","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"3799","9003294","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"5108","9004117","DCCA","DSI Service Etudes et Développement","2015-05-11T09:11:24.866","0"
"3801","9005250","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.489","0"
"3802","9003396","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.490","0"
"3803","9003364","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.490","0"
"3804","9003338","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.490","0"
"3805","9003367","DAGD","DPM Plateforme Technique Opérationnelle","2015-03-13T14:09:03.490","0"
"3806","9002778","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3807","9002790","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3808","9002939","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3809","9003982","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3810","9003006","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3811","9004982","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3812","9004379","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3813","9004239","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3814","9003146","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3815","9004980","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3816","9004913","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3817","9003717","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3818","9003412","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3819","9004801","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3820","9003427","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3821","9002903","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3822","9002252","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3823","9003251","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3824","9003790","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3825","9003253","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3826","9003252","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3827","9003970","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3828","9003973","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3829","9004981","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3830","9003990","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3831","9003391","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3832","9003392","DAGE","DPM Unité Prévention Contrôles","2015-03-13T14:09:03.490","0"
"3833","9003363","DAGF","DPM Unité Sécurité Routière","2015-03-13T14:09:03.490","0"
"3834","9003368","DAGF","DPM Unité Sécurité Routière","2015-03-13T14:09:03.490","0"
"3835","9003780","DAGF","DPM Unité Sécurité Routière","2015-03-13T14:09:03.490","0"
"3836","9004392","DAGF","DPM Unité Sécurité Routière","2015-03-13T14:09:03.491","0"
"3837","9005346","DAGF","DPM Unité Sécurité Routière","2015-03-13T14:09:03.491","0"
"3838","9003390","DAGF","DPM Unité Sécurité Routière","2015-03-13T14:09:03.491","0"
"3839","9003781","DAGF","DPM Unité Sécurité Routière","2015-03-13T14:09:03.491","0"
"3840","9003162","DAGF","DPM Unité Sécurité Routière","2015-03-13T14:09:03.491","0"
"3841","9003380","DAGF","DPM Unité Sécurité Routière","2015-03-13T14:09:03.491","0"
"3842","9003464","DAGF","DPM Unité Sécurité Routière","2015-03-13T14:09:03.491","0"
"3843","9002957","DAGF","DPM Unité Sécurité Routière","2015-03-13T14:09:03.491","0"
"3844","9003336","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3845","9002940","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3846","9003255","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3847","9003388","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3848","9003399","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3849","9003983","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3850","9003397","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3851","9004987","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3852","9003779","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3853","9003507","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3854","9004229","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3855","9004376","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3856","9004799","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3857","9003374","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3858","9003513","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3859","9004685","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3860","9003372","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3861","9004686","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3862","9003778","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3863","9004984","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3864","9003085","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3865","9003376","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3866","9003387","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3867","9004985","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.491","0"
"3868","9005042","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3869","9003385","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3870","9004377","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3871","9003375","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3872","9003377","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3873","9003382","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3874","9004798","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3875","9003398","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3876","9004233","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3877","9003381","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3878","9005044","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3879","9005315","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3880","9004147","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3881","9003793","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3882","9004996","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3883","9004986","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3884","9003981","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3885","9004373","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3886","9003373","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3887","9003525","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3888","9003718","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3889","9003415","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3890","9003796","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3891","9003989","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3892","9004231","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3893","9003979","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3894","9003792","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3895","9004797","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3896","9003411","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3897","9003400","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3898","9003395","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3899","9004553","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3900","9004378","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3901","9004223","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"3902","9004936","DAGG","DPM Unité Voie Publique","2015-03-13T14:09:03.492","0"
"5109","9003041","DCCB","SED Département Maintenance et Développement","2015-05-11T09:11:25.153","0"
"5110","9005535","EBFA","DGUI Division Exploitation Voirie Eau et Assainissement","2015-05-11T09:11:25.267","0"
"5111","9005645","EBEC","DETVEA Subdivision Etudes Eau et Assainissement","2015-05-19T10:03:01.975","2"
"5112","9005428","EBEC","DETVEA Subdivision Etudes Eau et Assainissement","2015-05-19T10:03:02.090","2"
"3913","9002922","DBBC","DF SEB Section des Recettes","2015-03-13T14:09:03.493","0"
"3914","9005157","DBBC","DF SEB Section des Recettes","2015-03-13T14:09:03.493","0"
"3921","9005559","DBCB","DF SPB Section de la Programmation Budgétaire","2015-03-13T14:09:03.493","0"
"5113","9004993","DGEA","DAEDU Service du Domaine","2015-05-19T10:12:37.914","2"
"3924","9005056","DBDB","DF SM Section des Procédures Administratives","2015-03-13T14:09:03.493","0"
"3925","9004032","DBDB","DF SM Section des Procédures Administratives","2015-03-13T14:09:03.493","0"
"3926","9003705","DBDB","DF SM Section des Procédures Administratives","2015-03-13T14:09:03.493","0"
"3929","9003623","DCAB","DSI Pôle Administratif et Budgétaire","2015-03-13T14:09:03.493","0"
"3930","9005476","DCAB","DSI Pôle Administratif et Budgétaire","2015-03-13T14:09:03.493","0"
"3933","9004435","DCBB","SIE Département Exploitation","2015-03-13T14:09:03.493","0"
"3934","9003624","DCBB","SIE Département Exploitation","2015-03-13T14:09:03.493","0"
"3935","9003292","DCBB","SIE Département Exploitation","2015-03-13T14:09:03.494","0"
"3936","9003254","DCBB","SIE Département Exploitation","2015-03-13T14:09:03.494","0"
"3937","9003805","DCBC","SIE Département Infrastructure","2015-03-13T14:09:03.494","0"
"3938","9003068","DCBC","SIE Département Infrastructure","2015-03-13T14:09:03.494","0"
"3939","9005552","DCBC","SIE Département Infrastructure","2015-03-13T14:09:03.494","0"
"3940","9005472","DCBC","SIE Département Infrastructure","2015-03-13T14:09:03.494","0"
"3942","9004117","DCCA","DSI Service Etudes et Développement","2015-03-13T14:09:03.494","0"
"3943","9005138","DCCA","DSI Service Etudes et Développement","2015-03-13T14:09:03.494","0"
"3944","9004932","DCCA","DSI Service Etudes et Développement","2015-03-13T14:09:03.494","0"
"3945","9005131","DCCB","SED Département Maintenance et Développement","2015-03-13T14:09:03.494","0"
"3946","9003041","DCCB","SED Département Maintenance et Développement","2015-03-13T14:09:03.494","0"
"3948","9005374","DCDA","DSI Service de l'Information Géographique","2015-03-13T14:09:03.494","0"
"3949","9004217","DCDB","DSI SIG Département Géomatique et Cartographie","2015-03-13T14:09:03.494","0"
"3950","9005004","DCDB","DSI SIG Département Géomatique et Cartographie","2015-03-13T14:09:03.494","0"
"3951","9005237","DCDB","DSI SIG Département Géomatique et Cartographie","2015-03-13T14:09:03.494","0"
"3952","9004001","DCDC","DSI SIG Département Foncier et Topographie","2015-03-13T14:09:03.494","0"
"3953","9003347","DCDC","DSI SIG Département Foncier et Topographie","2015-03-13T14:09:03.494","0"
"3954","9005413","DCDC","DSI SIG Département Foncier et Topographie","2015-03-13T14:09:03.494","0"
"3955","9004487","DCDC","DSI SIG Département Foncier et Topographie","2015-03-13T14:09:03.494","0"
"3957","9005605","DDAC","DRH Cellule Etudes et Méthodes","2015-03-13T14:09:03.494","0"
"3958","9004993","DDAC","DRH Cellule Etudes et Méthodes","2015-03-13T14:09:03.494","0"
"3959","9003069","DDAC","DRH Cellule Etudes et Méthodes","2015-03-13T14:09:03.494","0"
"3960","9003825","DDAB","DRH Pôle Administratif et Budgétaire","2015-03-13T14:09:03.494","0"
"3961","9003532","DDAB","DRH Pôle Administratif et Budgétaire","2015-03-13T14:09:03.494","0"
"3962","9002910","DDAB","DRH Pôle Administratif et Budgétaire","2015-03-13T14:09:03.494","0"
"3963","9003052","DDAB","DRH Pôle Administratif et Budgétaire","2015-03-13T14:09:03.494","0"
"3964","9004209","DDAB","DRH Pôle Administratif et Budgétaire","2015-03-13T14:09:03.494","0"
"3965","9005541","DDAB","DRH Pôle Administratif et Budgétaire","2015-03-13T14:09:03.494","0"
"3966","9005248","DDBA","DRH Service Emploi, Formation et Prévention","2015-03-13T14:09:03.494","0"
"3967","9004545","DDBB","DRH SEFP Section Prévention Santé au Travail","2015-03-13T14:09:03.494","0"
"3968","9004046","DDBB","DRH SEFP Section Prévention Santé au Travail","2015-03-13T14:09:03.494","0"
"3969","9005544","DDBB","DRH SEFP Section Prévention Santé au Travail","2015-03-13T14:09:03.495","0"
"3970","9004521","DDBC","DRH SEFP Section Emploi et Formation","2015-03-13T14:09:03.495","0"
"3971","9005402","DDBC","DRH SEFP Section Emploi et Formation","2015-03-13T14:09:03.495","0"
"3972","9005498","DDBC","DRH SEFP Section Emploi et Formation","2015-03-13T14:09:03.495","0"
"3973","9002962","DDBC","DRH SEFP Section Emploi et Formation","2015-03-13T14:09:03.495","0"
"3974","9005033","DDCA","DRH Service des Carrières et des Rémunérations","2015-03-13T14:09:03.495","0"
"3975","9005626","DDCB","DRH SCR Section Gestion des Carrières","2015-03-13T14:09:03.495","0"
"3976","9005063","DDCB","DRH SCR Section Gestion des Carrières","2015-03-13T14:09:03.495","0"
"3977","9005385","DDCB","DRH SCR Section Gestion des Carrières","2015-03-13T14:09:03.495","0"
"3978","9004880","DDCB","DRH SCR Section Gestion des Carrières","2015-03-13T14:09:03.495","0"
"3979","9005146","DDCB","DRH SCR Section Gestion des Carrières","2015-03-13T14:09:03.495","0"
"3980","9004541","DDCB","DRH SCR Section Gestion des Carrières","2015-03-13T14:09:03.495","0"
"3981","9004670","DDCB","DRH SCR Section Gestion des Carrières","2015-03-13T14:09:03.495","0"
"3982","9003151","DDCC","DRH SCR Section Rémunérations et Ordonnancement","2015-03-13T14:09:03.495","0"
"3983","9003742","DDCC","DRH SCR Section Rémunérations et Ordonnancement","2015-03-13T14:09:03.495","0"
"3984","9004735","DDCC","DRH SCR Section Rémunérations et Ordonnancement","2015-03-13T14:09:03.495","0"
"3985","9005285","DDCC","DRH SCR Section Rémunérations et Ordonnancement","2015-03-13T14:09:03.495","0"
"3987","9004973","DEAC","DASP Pôle de Services Publics","2015-03-13T14:09:03.495","0"
"3919","9005603","DBCC","DF SPB Section de la Dette et des Etudes","2015-03-13T14:09:03.493","1"
"3920","9005136","DBCB","DF SPB Section de la Programmation Budgétaire","2015-03-13T14:09:03.493","1"
"3907","9003340","DBBB","DF SEB Section des Dépenses","2015-03-13T14:09:03.493","1"
"3912","9004682","DBBC","DF SEB Section des Recettes","2015-03-13T14:09:03.493","1"
"3916","9003566","DBBD","DF SEB Section de l'Actif","2015-03-13T14:09:03.493","1"
"3918","9003519","DBCA","DF Service de la Préparation Budgétaire","2015-03-13T14:09:03.493","1"
"3922","9002981","DBDA","DF Service des Marchés Publics","2015-03-13T14:09:03.493","1"
"3988","9005124","DEAB","DASP Pôle Administratif et Budgétaire","2015-03-13T14:09:03.495","0"
"5114","9003287","DEFI","SAPEC Section secrétariat, Accueil et Standard","2015-05-19T13:52:00.805","0"
"3992","9004407","DEBA","DASP Service des Elections","2015-03-13T14:09:03.495","0"
"5115","9003088","DEFI","SAPEC Section secrétariat, Accueil et Standard","2015-05-19T13:52:00.872","0"
"5116","9005608","DEFI","SAPEC Section secrétariat, Accueil et Standard","2015-05-19T13:52:00.926","0"
"5117","9005452","DEFI","SAPEC Section secrétariat, Accueil et Standard","2015-05-19T13:52:00.983","0"
"5118","9005151","DEFI","SAPEC Section secrétariat, Accueil et Standard","2015-05-19T13:52:01.037","0"
"4001","9003285","DECA","DASP Service du Courrier","2015-03-13T14:09:03.495","0"
"4002","9004830","DECA","DASP Service du Courrier","2015-03-13T14:09:03.495","0"
"4005","9003319","DECA","DASP Service du Courrier","2015-03-13T14:09:03.496","0"
"4006","9003815","DECA","DASP Service du Courrier","2015-03-13T14:09:03.496","0"
"4007","9004636","DECA","DASP Service du Courrier","2015-03-13T14:09:03.496","0"
"4008","9004542","DECA","DASP Service du Courrier","2015-03-13T14:09:03.496","0"
"4009","9004076","DECA","DASP Service du Courrier","2015-03-13T14:09:03.496","0"
"4010","9004971","DECA","DASP Service du Courrier","2015-03-13T14:09:03.496","0"
"4011","9004351","DECA","DASP Service du Courrier","2015-03-13T14:09:03.496","0"
"4013","9005613","DEDA","DASP Service de la Vie Scolaire","2015-03-13T14:09:03.496","0"
"4014","9004774","DEDA","DASP Service de la Vie Scolaire","2015-03-13T14:09:03.496","0"
"4015","9004546","DEDA","DASP Service de la Vie Scolaire","2015-03-13T14:09:03.496","0"
"4016","9003492","DEDA","DASP Service de la Vie Scolaire","2015-03-13T14:09:03.496","0"
"4017","9005546","DEDA","DASP Service de la Vie Scolaire","2015-03-13T14:09:03.496","0"
"4018","9004353","DEDD","SVS Section Administrative et Comptable","2015-03-13T14:09:03.496","0"
"4019","9002245","DEDD","SVS Section Administrative et Comptable","2015-03-13T14:09:03.496","0"
"4020","9005302","DEDD","SVS Section Administrative et Comptable","2015-03-13T14:09:03.496","0"
"4021","9005184","DEDD","SVS Section Administrative et Comptable","2015-03-13T14:09:03.496","0"
"4022","9005155","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0"
"4023","9003730","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0"
"4024","9005217","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0"
"4025","9004037","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0"
"4026","9003169","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0"
"4027","9004890","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0"
"4028","9004885","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0"
"4029","9004886","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0"
"4030","9004887","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0"
"4031","9004888","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0"
"4032","9004889","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0"
"4033","9004852","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0"
"4034","9004813","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0"
"4035","9004757","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0"
"4036","9004753","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.496","0"
"4037","9004692","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4038","9004668","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4039","9004629","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4040","9004623","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4041","9004622","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4042","9004859","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4043","9004853","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4044","9004851","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4045","9004754","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4046","9004755","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4047","9004762","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4048","9004760","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4049","9004756","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4050","9004615","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4051","9004620","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4052","9004417","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4053","9003544","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4054","9003438","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4055","9003458","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4056","9003263","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4057","9004040","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4058","9002375","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4059","9004163","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4060","9003261","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4061","9003148","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4062","9004382","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4063","9004382","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4064","9005162","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
"4065","9002262","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.497","0"
