"id_rc_histo","id_agent","date_lundi","m_sup","m_base_horaire","version"
"394","9003339","2015-10-12T00:00:00.000","360","2340","0"
"395","9003339","2015-10-19T00:00:00.000","390","2340","0"
"396","9003339","2015-10-26T00:00:00.000","180","2340","0"
"400","9004145","2015-10-12T00:00:00.000","60","2340","0"
"401","9004145","2015-10-26T00:00:00.000","420","2340","0"
"402","9004145","2015-11-02T00:00:00.000","360","2340","0"
"407","9004474","2015-10-12T00:00:00.000","360","2340","0"
"408","9004474","2015-10-26T00:00:00.000","60","2340","0"
"413","9004143","2015-10-19T00:00:00.000","60","2340","0"
"416","9005096","2015-10-19T00:00:00.000","60","2340","0"
"417","9005096","2015-10-26T00:00:00.000","60","2340","0"
"419","9004318","2015-10-26T00:00:00.000","330","2340","0"
"366","9004142","2015-10-26T00:00:00.000","120","2340","1"
"375","9004630","2015-10-26T00:00:00.000","120","2340","1"
"669","9003200","2015-11-16T00:00:00.000","720","2340","0"
"474","9005644","2015-10-26T00:00:00.000","1320","2340","0"
"475","9005732","2015-10-26T00:00:00.000","240","2340","0"
"476","9003236","2015-11-02T00:00:00.000","210","2340","0"
"478","9003578","2015-11-02T00:00:00.000","210","2340","0"
"479","9003861","2015-11-02T00:00:00.000","240","2340","0"
"480","9004365","2015-11-02T00:00:00.000","210","2340","0"
"481","9004365","2015-11-09T00:00:00.000","150","2340","0"
"482","9004365","2015-11-16T00:00:00.000","720","2340","0"
"483","9004548","2015-11-02T00:00:00.000","750","2340","0"
"484","9004728","2015-11-02T00:00:00.000","300","2340","0"
"485","9004878","2015-11-02T00:00:00.000","450","2340","0"
"486","9005013","2015-11-02T00:00:00.000","240","2340","0"
"487","9005013","2015-11-09T00:00:00.000","360","2340","0"
"488","9005195","2015-11-02T00:00:00.000","360","2340","0"
"489","9005195","2015-11-09T00:00:00.000","330","2340","0"
"490","9005195","2015-11-16T00:00:00.000","300","2340","0"
"491","9005496","2015-11-02T00:00:00.000","60","2340","0"
"492","9005729","2015-11-02T00:00:00.000","1410","2340","0"
"493","9005063","2015-11-09T00:00:00.000","720","2340","0"
"494","9005063","2015-11-16T00:00:00.000","180","2340","0"
"495","9005076","2015-11-09T00:00:00.000","270","2340","0"
"496","9005383","2015-11-09T00:00:00.000","150","2340","0"
"497","9005475","2015-11-09T00:00:00.000","720","2340","0"
"498","9005475","2015-11-16T00:00:00.000","540","2340","0"
"500","9004661","2015-11-16T00:00:00.000","600","2340","0"
"501","9004670","2015-11-16T00:00:00.000","900","2340","0"
"502","9004735","2015-11-16T00:00:00.000","900","2340","0"
"503","9005253","2015-11-16T00:00:00.000","1500","2340","0"
"504","9005356","2015-11-16T00:00:00.000","900","2340","0"
"505","9005384","2015-11-16T00:00:00.000","60","2340","0"
"506","9005384","2015-11-23T00:00:00.000","60","2340","0"
"507","9005619","2015-11-16T00:00:00.000","600","2340","0"
"508","9005654","2015-11-16T00:00:00.000","600","2340","0"
"511","9002229","2015-11-09T00:00:00.000","540","2340","0"
"512","9002418","2015-10-26T00:00:00.000","120","2340","0"
"513","9002418","2015-11-09T00:00:00.000","240","2340","0"
"514","9003417","2015-10-26T00:00:00.000","480","2340","0"
"515","9003417","2015-11-02T00:00:00.000","150","2340","0"
"516","9003530","2015-10-26T00:00:00.000","1560","2340","0"
"517","9003386","2015-11-02T00:00:00.000","240","2340","0"
"518","9003386","2015-11-09T00:00:00.000","540","2340","0"
"519","9003386","2015-11-16T00:00:00.000","1560","2340","0"
"520","9004241","2015-11-02T00:00:00.000","420","2340","0"
"521","9004241","2015-11-09T00:00:00.000","540","2340","0"
"522","9004241","2015-11-16T00:00:00.000","720","2340","0"
"523","9004318","2015-11-02T00:00:00.000","240","2340","0"
"524","9004318","2015-11-09T00:00:00.000","240","2340","0"
"525","9004318","2015-11-16T00:00:00.000","720","2340","0"
"526","9004447","2015-11-02T00:00:00.000","240","2340","0"
"527","9004447","2015-11-09T00:00:00.000","360","2340","0"
"528","9004447","2015-11-16T00:00:00.000","1620","2340","0"
"529","9004472","2015-11-02T00:00:00.000","105","2340","0"
"530","9004472","2015-11-09T00:00:00.000","135","2340","0"
"531","9004472","2015-11-16T00:00:00.000","285","2340","0"
"532","9004472","2015-11-23T00:00:00.000","105","2340","0"
"533","9003200","2015-11-09T00:00:00.000","480","2340","0"
"534","9003339","2015-11-09T00:00:00.000","450","2340","0"
"535","9004131","2015-11-09T00:00:00.000","420","2340","0"
"536","9004145","2015-11-09T00:00:00.000","330","2340","0"
"537","9004145","2015-11-16T00:00:00.000","300","2340","0"
"538","9004314","2015-11-09T00:00:00.000","330","2340","0"
"539","9004314","2015-11-16T00:00:00.000","300","2340","0"
"540","9004314","2015-11-30T00:00:00.000","60","2340","0"
"541","9004340","2015-11-09T00:00:00.000","180","2340","0"
"542","9004340","2015-11-16T00:00:00.000","60","2340","0"
"543","9004340","2015-11-23T00:00:00.000","120","2340","0"
"499","9003305","2015-11-16T00:00:00.000","375","2340","1"
"544","9004474","2015-11-09T00:00:00.000","420","2340","0"
"548","9004143","2015-11-16T00:00:00.000","240","2340","0"
"550","9004684","2015-11-16T00:00:00.000","600","2340","0"
"553","9003088","2015-11-23T00:00:00.000","450","2340","0"
"555","9004402","2015-11-30T00:00:00.000","120","2340","0"
"557","9005101","2015-11-30T00:00:00.000","120","2340","0"
"558","9003721","2015-06-01T00:00:00.000","1560","2340","0"
"559","9003721","2015-06-08T00:00:00.000","240","2340","0"
"561","9003578","2015-10-12T00:00:00.000","75","2340","0"
"562","9003578","2015-11-09T00:00:00.000","135","2340","0"
"566","9005536","2015-09-14T00:00:00.000","960","2340","0"
"567","9005536","2015-11-09T00:00:00.000","750","2340","0"
"568","9005536","2015-11-16T00:00:00.000","690","2340","0"
"569","9005536","2015-11-23T00:00:00.000","1020","2340","0"
"570","9005536","2015-11-30T00:00:00.000","360","2340","0"
"572","9004522","2015-10-12T00:00:00.000","75","2340","0"
"573","9004522","2015-11-02T00:00:00.000","0","2340","0"
"576","9005713","2015-10-12T00:00:00.000","90","2340","0"
"580","9003712","2015-11-02T00:00:00.000","360","2340","0"
"581","9003712","2015-11-09T00:00:00.000","120","2340","0"
"582","9003712","2015-11-16T00:00:00.000","120","2340","0"
"583","9003712","2015-11-23T00:00:00.000","60","2340","0"
"588","9005518","2015-11-02T00:00:00.000","240","2340","0"
"589","9005518","2015-11-09T00:00:00.000","240","2340","0"
"590","9005518","2015-11-16T00:00:00.000","930","2340","0"
"591","9005518","2015-11-23T00:00:00.000","1020","2340","0"
"596","9005734","2015-11-02T00:00:00.000","90","2340","0"
"601","9005753","2015-11-02T00:00:00.000","240","2340","0"
"602","9005753","2015-11-09T00:00:00.000","240","2340","0"
"603","9005753","2015-11-16T00:00:00.000","1020","2340","0"
"604","9005753","2015-11-23T00:00:00.000","1020","2340","0"
"609","9004281","2015-11-09T00:00:00.000","240","2340","0"
"613","9005366","2015-11-09T00:00:00.000","60","2340","0"
"614","9003326","2015-11-16T00:00:00.000","600","2340","0"
"615","9003326","2015-11-30T00:00:00.000","480","2340","0"
"617","9004079","2015-11-16T00:00:00.000","60","2340","0"
"619","9004600","2015-11-16T00:00:00.000","600","2340","0"
"621","9004728","2015-11-16T00:00:00.000","480","2340","0"
"624","9005471","2015-11-16T00:00:00.000","60","2340","0"
"626","9004365","2015-11-23T00:00:00.000","30","2340","0"
"627","9004365","2015-11-30T00:00:00.000","120","2340","0"
"628","9004365","2015-12-07T00:00:00.000","90","2340","0"
"629","9004365","2015-12-14T00:00:00.000","120","2340","0"
"634","9005475","2015-11-23T00:00:00.000","210","2340","0"
"635","9005475","2015-11-30T00:00:00.000","330","2340","0"
"637","9003985","2015-11-30T00:00:00.000","480","2340","0"
"639","9004186","2015-11-30T00:00:00.000","420","2340","0"
"640","9004186","2015-12-07T00:00:00.000","120","2340","0"
"642","9004320","2015-11-30T00:00:00.000","420","2340","0"
"646","9004473","2015-11-30T00:00:00.000","12","2340","0"
"648","9004532","2015-11-30T00:00:00.000","480","2340","0"
"650","9005013","2015-11-30T00:00:00.000","390","2340","0"
"652","9005195","2015-11-30T00:00:00.000","60","2340","0"
"654","9005384","2015-11-30T00:00:00.000","120","2340","0"
"656","9005654","2015-11-30T00:00:00.000","90","2340","0"
"658","9005666","2015-11-30T00:00:00.000","420","2340","0"
"659","9005666","2015-12-07T00:00:00.000","120","2340","0"
"661","9005729","2015-12-07T00:00:00.000","360","2340","0"
"662","9005729","2015-12-21T00:00:00.000","2460","2340","0"
"665","9005624","2015-12-14T00:00:00.000","345","2340","0"
"666","9005624","2015-12-21T00:00:00.000","480","2340","0"
"667","9005624","2015-12-28T00:00:00.000","270","2340","0"
"670","9003200","2015-12-07T00:00:00.000","180","2340","0"
"673","9003417","2015-11-16T00:00:00.000","480","2340","0"
"676","9004474","2015-11-16T00:00:00.000","300","2340","0"
"677","9004474","2015-11-30T00:00:00.000","60","2340","0"
"684","9004241","2015-11-23T00:00:00.000","1140","2340","0"
"685","9004241","2015-11-30T00:00:00.000","750","2340","0"
"686","9004241","2015-12-07T00:00:00.000","690","2340","0"
"687","9004241","2015-12-14T00:00:00.000","330","2340","0"
"688","9004241","2015-12-21T00:00:00.000","1125","2340","0"
"689","9004241","2015-12-28T00:00:00.000","660","2340","0"
"693","9002416","2015-11-30T00:00:00.000","120","2340","0"
"695","9003264","2015-11-30T00:00:00.000","480","2340","0"
"697","9004357","2015-11-30T00:00:00.000","480","2340","0"
"699","9004481","2015-12-07T00:00:00.000","120","2340","0"
"702","9004144","2015-12-07T00:00:00.000","180","2340","0"
"704","9004569","2015-06-08T00:00:00.000","30","2340","0"
"705","9004569","2015-06-15T00:00:00.000","300","2340","0"
"706","9004569","2015-10-12T00:00:00.000","30","2340","0"
"707","9004570","2015-08-10T00:00:00.000","300","2340","0"
"708","9004570","2015-08-17T00:00:00.000","300","2340","0"
"709","9004570","2015-10-12T00:00:00.000","0","2340","0"
"710","9004570","2015-10-19T00:00:00.000","0","2340","0"
"711","9004744","2015-10-05T00:00:00.000","240","2340","0"
"712","9004744","2015-10-19T00:00:00.000","180","2340","0"
"713","9004744","2015-11-16T00:00:00.000","300","2340","0"
"714","9004744","2015-11-23T00:00:00.000","180","2340","0"
"715","9004744","2015-12-14T00:00:00.000","180","2340","0"
"716","9005364","2015-06-08T00:00:00.000","0","2340","0"
"717","9005364","2015-06-15T00:00:00.000","0","2340","0"
"718","9005364","2015-10-12T00:00:00.000","300","2340","0"
"719","9005364","2015-10-19T00:00:00.000","300","2340","0"
"720","9005664","2015-10-12T00:00:00.000","300","2340","0"
"721","9005664","2015-10-19T00:00:00.000","240","2340","0"
"722","9003681","2015-11-02T00:00:00.000","90","2340","0"
"723","9003681","2015-11-16T00:00:00.000","210","2340","0"
"724","9003681","2015-12-07T00:00:00.000","90","2340","0"
"725","9003681","2015-12-21T00:00:00.000","105","2340","0"
"726","9004560","2015-11-16T00:00:00.000","75","2340","0"
"727","9005738","2015-11-23T00:00:00.000","240","2340","0"
"728","9005738","2016-01-11T00:00:00.000","45","2340","0"
"729","9005738","2016-01-18T00:00:00.000","465","2340","0"
"730","9005738","2016-01-25T00:00:00.000","465","2340","0"
"731","9003953","2015-11-30T00:00:00.000","300","2340","0"
"732","9003953","2015-12-14T00:00:00.000","720","2340","0"
"733","9005734","2015-11-30T00:00:00.000","120","2340","0"
"734","9005734","2015-12-07T00:00:00.000","330","2340","0"
"735","9003869","2015-12-07T00:00:00.000","180","2340","0"
"736","9004645","2015-12-07T00:00:00.000","180","2340","0"
"737","9005750","2015-12-07T00:00:00.000","210","2340","0"
"738","9005750","2015-12-14T00:00:00.000","330","2340","0"
"739","9005750","2015-12-21T00:00:00.000","990","2340","0"
"740","9005750","2016-01-11T00:00:00.000","390","2340","0"
"741","9005367","2015-12-14T00:00:00.000","330","2340","0"
"742","9005464","2015-12-14T00:00:00.000","120","2340","0"
"743","9005464","2015-12-28T00:00:00.000","120","2340","0"
"744","9005464","2016-01-04T00:00:00.000","180","2340","0"
"745","9005464","2016-01-11T00:00:00.000","60","2340","0"
"746","9005518","2015-12-14T00:00:00.000","330","2340","0"
"747","9005518","2015-12-21T00:00:00.000","1020","2340","0"
"748","9005518","2016-01-11T00:00:00.000","390","2340","0"
"749","9005520","2015-12-14T00:00:00.000","330","2340","0"
"750","9005520","2015-12-21T00:00:00.000","990","2340","0"
"751","9005520","2015-12-28T00:00:00.000","420","2340","0"
"752","9005520","2016-01-11T00:00:00.000","390","2340","0"
"753","9005644","2015-12-14T00:00:00.000","120","2340","0"
"754","9005644","2015-12-21T00:00:00.000","45","2340","0"
"755","9005644","2016-01-04T00:00:00.000","135","2340","0"
"756","9005644","2016-01-11T00:00:00.000","240","2340","0"
"757","9005644","2016-01-18T00:00:00.000","60","2340","0"
"758","9005731","2015-12-14T00:00:00.000","360","2340","0"
"759","9005753","2015-12-14T00:00:00.000","330","2340","0"
"760","9005753","2015-12-21T00:00:00.000","990","2340","0"
"761","9005753","2016-01-11T00:00:00.000","390","2340","0"
"762","9005754","2015-12-14T00:00:00.000","330","2340","0"
"545","9004732","2015-11-09T00:00:00.000","330","2340","0"
"546","9004732","2015-11-16T00:00:00.000","300","2340","0"
"547","9004732","2015-11-30T00:00:00.000","60","2340","0"
"549","9004173","2015-11-16T00:00:00.000","90","2340","0"
"551","9005096","2015-11-16T00:00:00.000","60","2340","0"
"552","9005096","2015-11-23T00:00:00.000","120","2340","0"
"554","9003408","2015-11-23T00:00:00.000","105","2340","0"
"560","9004696","2015-06-01T00:00:00.000","180","2340","0"
"563","9005341","2015-09-14T00:00:00.000","900","2340","0"
"473","9005341","2015-11-09T00:00:00.000","870","2340","1"
"564","9005341","2015-11-16T00:00:00.000","510","2340","0"
"565","9005341","2015-11-23T00:00:00.000","900","2340","0"
"571","9003236","2015-10-12T00:00:00.000","75","2340","0"
"477","9003236","2015-11-16T00:00:00.000","375","2340","1"
"574","9005532","2015-10-12T00:00:00.000","90","2340","0"
"575","9005532","2015-11-23T00:00:00.000","30","2340","0"
"577","9005367","2015-10-26T00:00:00.000","120","2340","0"
"578","9005367","2015-11-09T00:00:00.000","180","2340","0"
"579","9005367","2015-11-23T00:00:00.000","180","2340","0"
"584","9004483","2015-11-02T00:00:00.000","120","2340","0"
"585","9004483","2015-11-09T00:00:00.000","480","2340","0"
"586","9004483","2015-11-23T00:00:00.000","240","2340","0"
"587","9004483","2015-11-30T00:00:00.000","240","2340","0"
"592","9005520","2015-11-02T00:00:00.000","240","2340","0"
"593","9005520","2015-11-09T00:00:00.000","240","2340","0"
"594","9005520","2015-11-16T00:00:00.000","930","2340","0"
"595","9005520","2015-11-23T00:00:00.000","1020","2340","0"
"597","9005750","2015-11-02T00:00:00.000","240","2340","0"
"598","9005750","2015-11-09T00:00:00.000","240","2340","0"
"599","9005750","2015-11-16T00:00:00.000","930","2340","0"
"600","9005750","2015-11-23T00:00:00.000","1020","2340","0"
"605","9005754","2015-11-02T00:00:00.000","240","2340","0"
"606","9005754","2015-11-09T00:00:00.000","240","2340","0"
"607","9005754","2015-11-16T00:00:00.000","930","2340","0"
"608","9005754","2015-11-23T00:00:00.000","1020","2340","0"
"610","9004594","2015-11-09T00:00:00.000","480","2340","0"
"611","9004594","2015-11-16T00:00:00.000","600","2340","0"
"612","9004594","2015-11-23T00:00:00.000","240","2340","0"
"616","9003869","2015-11-16T00:00:00.000","870","2340","0"
"618","9004491","2015-11-16T00:00:00.000","540","2340","0"
"620","9004645","2015-11-16T00:00:00.000","720","2340","0"
"622","9005180","2015-11-16T00:00:00.000","180","2340","0"
"623","9005180","2015-11-23T00:00:00.000","270","2340","0"
"625","9005731","2015-11-16T00:00:00.000","60","2340","0"
"630","9005170","2015-11-23T00:00:00.000","90","2340","0"
"631","9005170","2015-11-30T00:00:00.000","150","2340","0"
"632","9005170","2015-12-07T00:00:00.000","90","2340","0"
"633","9005170","2015-12-14T00:00:00.000","120","2340","0"
"636","9003952","2015-11-30T00:00:00.000","480","2340","0"
"638","9004013","2015-11-30T00:00:00.000","480","2340","0"
"641","9004277","2015-11-30T00:00:00.000","480","2340","0"
"643","9004421","2015-11-30T00:00:00.000","120","2340","0"
"644","9004421","2015-12-14T00:00:00.000","210","2340","0"
"645","9004421","2015-12-21T00:00:00.000","180","2340","0"
"647","9004476","2015-11-30T00:00:00.000","390","2340","0"
"649","9004630","2015-11-30T00:00:00.000","60","2340","0"
"651","9005082","2015-11-30T00:00:00.000","120","2340","0"
"653","9005253","2015-11-30T00:00:00.000","390","2340","0"
"655","9005496","2015-11-30T00:00:00.000","120","2340","0"
"657","9005665","2015-11-30T00:00:00.000","120","2340","0"
"660","9005490","2015-12-07T00:00:00.000","30","2340","0"
"663","9005738","2015-12-07T00:00:00.000","285","2340","0"
"664","9005738","2015-12-14T00:00:00.000","285","2340","0"
"668","9005675","2015-12-21T00:00:00.000","270","2340","0"
"671","9003339","2015-11-16T00:00:00.000","720","2340","0"
"672","9003339","2015-12-07T00:00:00.000","180","2340","0"
"674","9004131","2015-11-16T00:00:00.000","720","2340","0"
"675","9004131","2015-11-30T00:00:00.000","60","2340","0"
"678","9003386","2015-11-23T00:00:00.000","1845","2340","0"
"679","9003386","2015-11-30T00:00:00.000","300","2340","0"
"680","9003386","2015-12-07T00:00:00.000","1035","2340","0"
"681","9003386","2015-12-14T00:00:00.000","1755","2340","0"
"682","9003386","2015-12-21T00:00:00.000","1725","2340","0"
"683","9003386","2015-12-28T00:00:00.000","1740","2340","0"
"690","9004318","2015-11-23T00:00:00.000","1020","2340","0"
"691","9004318","2015-12-14T00:00:00.000","330","2340","0"
"692","9004318","2015-12-21T00:00:00.000","990","2340","0"
"694","9003088","2015-11-30T00:00:00.000","45","2340","0"
"696","9004006","2015-11-30T00:00:00.000","480","2340","0"
"698","9004444","2015-11-30T00:00:00.000","12","2340","0"
"556","9004481","2015-11-30T00:00:00.000","420","2340","1"
"700","9002607","2015-12-07T00:00:00.000","180","2340","0"
"701","9002607","2015-12-21T00:00:00.000","450","2340","0"
"703","9004447","2015-12-28T00:00:00.000","510","2340","0"
"763","9005754","2015-12-21T00:00:00.000","990","2340","0"
"764","9005754","2016-01-11T00:00:00.000","390","2340","0"
"765","9005013","2015-12-28T00:00:00.000","510","2340","0"
"766","9005420","2015-12-28T00:00:00.000","510","2340","0"
"767","9005491","2015-12-28T00:00:00.000","510","2340","0"
"768","9005495","2015-12-28T00:00:00.000","240","2340","0"
"769","9005496","2015-12-28T00:00:00.000","240","2340","0"
"770","9004134","2016-01-04T00:00:00.000","90","2340","0"
"771","9004134","2016-01-11T00:00:00.000","60","2340","0"
"772","9004421","2016-01-04T00:00:00.000","480","2340","0"
"773","9004421","2016-01-11T00:00:00.000","630","2340","0"
"774","9004421","2016-01-18T00:00:00.000","510","2340","0"
"775","9004671","2016-01-04T00:00:00.000","240","2340","0"
"776","9004671","2016-01-18T00:00:00.000","510","2340","0"
"777","9005490","2016-01-04T00:00:00.000","240","2340","0"
"778","9004186","2016-01-11T00:00:00.000","60","2340","0"
"779","9004235","2016-01-11T00:00:00.000","60","2340","0"
"780","9004320","2016-01-11T00:00:00.000","60","2340","0"
"781","9004365","2016-01-11T00:00:00.000","240","2340","0"
"782","9004630","2016-01-11T00:00:00.000","60","2340","0"
"783","9005082","2016-01-11T00:00:00.000","120","2340","0"
"784","9005170","2016-01-11T00:00:00.000","240","2340","0"
"785","9005170","2016-01-18T00:00:00.000","60","2340","0"
"786","9005195","2016-01-11T00:00:00.000","60","2340","0"
"787","9005384","2016-01-11T00:00:00.000","180","2340","0"
"788","9005492","2016-01-11T00:00:00.000","240","2340","0"
"789","9005665","2016-01-11T00:00:00.000","120","2340","0"
"790","9005675","2016-01-18T00:00:00.000","90","2340","0"
"791","9003573","2015-12-28T00:00:00.000","420","2340","0"
"792","9003534","2016-01-04T00:00:00.000","60","2340","0"
"793","9003534","2016-01-11T00:00:00.000","60","2340","0"
"794","9003386","2016-01-11T00:00:00.000","480","2340","0"
"795","9003769","2016-01-11T00:00:00.000","120","2340","0"
"796","9004145","2016-01-11T00:00:00.000","60","2340","0"
"797","9004241","2016-01-11T00:00:00.000","480","2340","0"
"798","9004314","2016-01-11T00:00:00.000","60","2340","0"
"799","9004340","2016-01-11T00:00:00.000","60","2340","0"
"800","9004402","2016-01-11T00:00:00.000","120","2340","0"
"801","9004481","2016-01-11T00:00:00.000","60","2340","0"
"802","9004504","2016-01-11T00:00:00.000","60","2340","0"
"803","9004529","2016-01-11T00:00:00.000","120","2340","0"
"804","9004552","2016-01-11T00:00:00.000","60","2340","0"
"805","9004732","2016-01-11T00:00:00.000","60","2340","0"
"806","9005716","2015-11-16T00:00:00.000","210","2340","0"
"807","9005716","2015-11-23T00:00:00.000","270","2340","0"
"808","9005716","2015-11-30T00:00:00.000","330","2340","0"
"809","9005716","2015-12-07T00:00:00.000","510","2340","0"
"810","9005716","2015-12-14T00:00:00.000","240","2340","0"
"811","9005716","2015-12-21T00:00:00.000","120","2340","0"
"812","9005716","2015-12-28T00:00:00.000","120","2340","0"
"813","9005716","2016-01-04T00:00:00.000","300","2340","0"
"814","9005716","2016-01-11T00:00:00.000","330","2340","0"
"815","9005716","2016-01-18T00:00:00.000","240","2340","0"
"816","9005716","2016-01-25T00:00:00.000","60","2340","0"
"817","9005716","2016-02-01T00:00:00.000","450","2340","0"
"1017","9003417","2016-03-07T00:00:00.000","60","2340","0"
"819","9003712","2015-11-30T00:00:00.000","420","2340","0"
"820","9003712","2015-12-07T00:00:00.000","150","2340","0"
"821","9005180","2015-12-07T00:00:00.000","90","2340","0"
"822","9005526","2015-12-28T00:00:00.000","240","2340","0"
"823","9003681","2016-01-11T00:00:00.000","120","2340","0"
"824","9003305","2016-01-25T00:00:00.000","90","2340","0"
"825","9003305","2016-02-01T00:00:00.000","90","2340","0"
"826","9003305","2016-02-08T00:00:00.000","135","2340","0"
"827","9004522","2016-01-25T00:00:00.000","90","2340","0"
"828","9004522","2016-02-01T00:00:00.000","195","2340","0"
"829","9004522","2016-02-08T00:00:00.000","435","2340","0"
"830","9005321","2016-01-25T00:00:00.000","60","2340","0"
"831","9005464","2016-01-25T00:00:00.000","120","2340","0"
"832","9005475","2016-01-25T00:00:00.000","120","2340","0"
"833","9005475","2016-02-08T00:00:00.000","270","2340","0"
"834","9003236","2016-02-01T00:00:00.000","90","2340","0"
"835","9003236","2016-02-08T00:00:00.000","405","2340","0"
"836","9003236","2016-02-15T00:00:00.000","345","2340","0"
"837","9003236","2016-02-22T00:00:00.000","135","2340","0"
"838","9003869","2016-02-01T00:00:00.000","120","2340","0"
"839","9004058","2016-02-01T00:00:00.000","120","2340","0"
"840","9004476","2016-02-01T00:00:00.000","180","2340","0"
"841","9004476","2016-02-15T00:00:00.000","210","2340","0"
"842","9004491","2016-02-01T00:00:00.000","120","2340","0"
"843","9005282","2016-02-01T00:00:00.000","270","2340","0"
"844","9005665","2016-02-01T00:00:00.000","240","2340","0"
"845","9005729","2016-02-01T00:00:00.000","300","2340","0"
"846","9005729","2016-02-08T00:00:00.000","1290","2340","0"
"847","9005729","2016-02-15T00:00:00.000","1080","2340","0"
"848","9005738","2016-02-01T00:00:00.000","465","2340","0"
"849","9005738","2016-02-08T00:00:00.000","465","2340","0"
"850","9005738","2016-02-15T00:00:00.000","465","2340","0"
"851","9003578","2016-02-08T00:00:00.000","570","2340","0"
"852","9003578","2016-02-15T00:00:00.000","405","2340","0"
"854","9004365","2016-02-08T00:00:00.000","60","2340","0"
"855","9004365","2016-02-15T00:00:00.000","255","2340","0"
"857","9004540","2016-02-01T00:00:00.000","0","2340","0"
"858","9004540","2016-02-08T00:00:00.000","570","2340","0"
"859","9005384","2016-02-01T00:00:00.000","0","2340","0"
"860","9005384","2016-02-08T00:00:00.000","60","2340","0"
"861","9005384","2016-02-22T00:00:00.000","60","2340","0"
"862","9005656","2016-02-08T00:00:00.000","90","2340","0"
"863","9005170","2016-02-15T00:00:00.000","240","2340","0"
"865","9005644","2016-02-15T00:00:00.000","360","2340","0"
"866","9005726","2016-02-22T00:00:00.000","210","2340","0"
"867","9002418","2016-01-11T00:00:00.000","120","2340","0"
"868","9002607","2016-02-01T00:00:00.000","510","2340","0"
"869","9003088","2016-02-01T00:00:00.000","405","2340","0"
"870","9003769","2016-02-01T00:00:00.000","240","2340","0"
"871","9004241","2016-02-01T00:00:00.000","450","2340","0"
"872","9004241","2016-02-08T00:00:00.000","270","2340","0"
"873","9004402","2016-02-01T00:00:00.000","240","2340","0"
"874","9004447","2016-02-01T00:00:00.000","180","2340","0"
"875","9004447","2016-02-15T00:00:00.000","210","2340","0"
"876","9004447","2016-02-22T00:00:00.000","120","2340","0"
"877","9004634","2016-02-01T00:00:00.000","150","2340","0"
"878","9004634","2016-02-08T00:00:00.000","135","2340","0"
"879","9004634","2016-02-15T00:00:00.000","285","2340","0"
"880","9005101","2016-02-01T00:00:00.000","240","2340","0"
"881","9003386","2016-02-08T00:00:00.000","270","2340","0"
"882","9003408","2016-02-08T00:00:00.000","135","2340","0"
"883","9004318","2016-02-08T00:00:00.000","270","2340","0"
"884","9004340","2016-02-08T00:00:00.000","60","2340","0"
"885","9004173","2016-02-15T00:00:00.000","345","2340","0"
"886","9004472","2016-02-15T00:00:00.000","405","2340","0"
"887","9002246","2016-02-22T00:00:00.000","120","2340","0"
"888","9003417","2016-02-22T00:00:00.000","525","2340","0"
"889","9004143","2016-02-22T00:00:00.000","60","2340","0"
"890","9005760","2016-01-25T00:00:00.000","60","2340","0"
"891","9005760","2016-02-15T00:00:00.000","60","2340","0"
"892","9005760","2016-02-29T00:00:00.000","120","2340","0"
"893","9005760","2016-03-21T00:00:00.000","60","2340","0"
"894","9003681","2016-02-01T00:00:00.000","210","2340","0"
"895","9003681","2016-02-08T00:00:00.000","210","2340","0"
"896","9003681","2016-02-15T00:00:00.000","120","2340","0"
"897","9003681","2016-02-22T00:00:00.000","120","2340","0"
"1150","9003200","2016-04-18T00:00:00.000","960","2340","0"
"899","9003712","2016-02-01T00:00:00.000","450","2340","0"
"900","9003712","2016-02-15T00:00:00.000","60","2340","0"
"901","9003712","2016-02-22T00:00:00.000","120","2340","0"
"902","9004483","2016-02-01T00:00:00.000","180","2340","0"
"903","9004079","2016-02-08T00:00:00.000","150","2340","0"
"904","9004542","2016-02-08T00:00:00.000","150","2340","0"
"905","9004728","2016-02-08T00:00:00.000","525","2340","0"
"906","9004728","2016-03-14T00:00:00.000","360","2340","0"
"907","9005082","2016-02-08T00:00:00.000","120","2340","0"
"908","9005532","2016-02-15T00:00:00.000","45","2340","0"
"909","9003305","2016-02-22T00:00:00.000","270","2340","0"
"910","9003305","2016-02-29T00:00:00.000","750","2340","0"
"1151","9003200","2016-05-02T00:00:00.000","480","2340","0"
"853","9003578","2016-02-22T00:00:00.000","510","2340","1"
"913","9003578","2016-03-07T00:00:00.000","0","2340","0"
"914","9003578","2016-03-14T00:00:00.000","420","2340","0"
"856","9004365","2016-02-22T00:00:00.000","300","2340","1"
"915","9004365","2016-02-29T00:00:00.000","90","2340","0"
"916","9004365","2016-03-07T00:00:00.000","180","2340","0"
"917","9004403","2016-02-22T00:00:00.000","180","2340","0"
"918","9004476","2016-02-22T00:00:00.000","120","2340","0"
"919","9004476","2016-03-14T00:00:00.000","300","2340","0"
"920","9004522","2016-02-22T00:00:00.000","405","2340","0"
"922","9004522","2016-03-14T00:00:00.000","315","2340","0"
"864","9005170","2016-02-22T00:00:00.000","300","2340","1"
"924","9005170","2016-02-29T00:00:00.000","90","2340","0"
"925","9005170","2016-03-07T00:00:00.000","180","2340","0"
"926","9005170","2016-03-14T00:00:00.000","195","2340","0"
"927","9005321","2016-02-22T00:00:00.000","60","2340","0"
